order_date,item_code,quality
2022-01-26,OH078,336
2022-06-02,OH078,286
2023-07-11,OH078,12
2022-11-23,OH078,510
2023-06-13,OH078,53
2022-10-12,OH078,433
2021-07-16,OH078,233
2023-05-29,OH078,96
2023-05-26,OH078,194
2021-11-04,OH078,378
2021-08-21,OH078,230
2021-08-06,OH078,381
2021-07-14,OH078,312
2023-01-07,OH078,109
2021-07-15,OH078,326
2022-06-27,OH078,461
2022-04-10,OH078,6
2021-09-13,OH078,482
2021-08-08,OH078,67
2023-02-20,OH078,300
2021-11-26,OH078,203
2022-07-24,OH078,19
2023-02-21,OH078,530
2023-05-06,OH078,40
2021-12-05,OH078,150
2021-09-12,OH078,215
2023-06-07,OH078,225
2022-12-15,OH078,298
2023-04-27,OH078,512
2022-09-07,OH078,416
2023-03-11,OH078,265
2021-08-03,OH078,303
2021-09-11,OH078,45
2022-08-03,OH078,411
2023-02-06,OH078,724
2023-01-09,OH078,993
2021-10-28,OH078,286
2021-11-11,OH078,440
2023-04-17,OH078,503
2022-09-20,OH078,344
2022-06-08,OH078,320
2022-06-26,OH078,38
2021-10-17,OH078,127
2021-10-14,OH078,408
2022-02-08,OH078,705
2021-07-31,OH078,27
2022-02-23,OH078,381
2021-06-03,OH078,235
2022-01-24,OH078,517
2022-08-13,OH078,72
2021-06-02,OH078,362
2021-05-08,OH078,137
2021-06-18,OH078,336
2023-04-01,OH078,11
2021-09-14,OH078,374
2022-05-22,OH078,6
2022-05-29,OH078,30
2021-10-12,OH078,422
2023-02-23,OH078,435
2022-04-27,OH078,285
2022-04-06,OH078,493
2022-08-09,OH078,147
2021-11-27,OH078,65
2023-06-19,OH078,1
2021-05-15,OH078,47
2022-01-14,OH078,450
2022-03-13,OH078,46
2022-05-11,OH078,328
2023-04-18,OH078,580
2022-08-02,OH078,414
2022-03-16,OH078,301
2022-11-26,OH078,33
2021-09-04,OH078,45
2023-05-18,OH078,1004
2023-01-11,OH078,590
2021-09-09,OH078,388
2023-04-06,OH078,301
2021-08-01,OH078,15
2021-05-25,OH078,311
2021-09-02,OH078,9
2022-02-25,OH078,179
2021-07-24,OH078,33
2021-12-13,OH078,313
2021-06-19,OH078,16
2021-08-19,OH078,263
2023-06-08,OH078,131
2022-11-27,OH078,76
2022-12-09,OH078,260
2021-09-22,OH078,456
2022-09-27,OH078,334
2022-10-22,OH078,81
2022-07-13,OH078,578
2023-04-19,OH078,405
2023-04-02,OH078,12
2022-09-08,OH078,418
2023-06-30,OH078,30
2022-12-04,OH078,139
2023-03-05,OH078,28
2022-07-18,OH078,184
2022-07-12,OH078,465
2021-12-31,OH078,98
2023-04-21,OH078,307
2023-05-22,OH078,531
2022-07-20,OH078,311
2022-10-17,OH078,579
2022-11-25,OH078,327
2023-03-07,OH078,280
2022-12-20,OH078,418
2021-05-21,OH078,271
2023-02-18,OH078,162
2021-08-24,OH078,270
2023-02-15,OH078,486
2021-12-15,OH078,331
2022-05-23,OH078,542
2023-06-26,OH078,6
2022-10-09,OH078,73
2023-04-04,OH078,214
2023-06-05,OH078,222
2022-04-01,OH078,227
2021-08-07,OH078,105
2022-04-15,OH078,210
2023-05-13,OH078,189
2021-08-31,OH078,123
2023-05-31,OH078,129
2022-10-15,OH078,143
2023-05-19,OH078,303
2021-07-04,OH078,110
2022-10-10,OH078,606
2021-05-11,OH078,509
2022-02-21,OH078,399
2021-05-06,OH078,283
2023-04-24,OH078,455
2022-02-17,OH078,341
2022-06-20,OH078,204
2023-04-14,OH078,269
2022-06-03,OH078,211
2022-03-17,OH078,237
2022-04-08,OH078,160
2021-08-09,OH078,310
2022-12-25,OH078,22
2021-09-20,OH078,456
2021-12-21,OH078,283
2021-05-27,OH078,154
2022-07-04,OH078,293
2022-06-16,OH078,385
2022-04-23,OH078,53
2022-06-30,OH078,274
2021-11-10,OH078,466
2022-02-16,OH078,353
2023-05-21,OH078,14
2021-07-02,OH078,116
2022-09-30,OH078,346
2021-09-28,OH078,431
2023-01-03,OH078,282
2021-10-19,OH078,544
2021-08-13,OH078,281
2021-08-02,OH078,316
2023-04-10,OH078,227
2022-11-02,OH078,360
2022-08-10,OH078,129
2023-01-05,OH078,435
2021-07-01,OH078,250
2021-08-30,OH078,265
2023-03-09,OH078,123
2021-10-18,OH078,774
2022-03-26,OH078,21
2023-01-16,OH078,314
2022-06-10,OH078,312
2023-01-13,OH078,684
2021-11-03,OH078,386
2023-06-01,OH078,111
2022-04-07,OH078,299
2022-11-11,OH078,174
2023-04-12,OH078,299
2023-07-06,OH078,3
2022-04-21,OH078,265
2022-12-12,OH078,654
2021-12-01,OH078,307
2022-05-07,OH078,75
2021-12-22,OH078,364
2021-07-30,OH078,67
2022-02-20,OH078,69
2022-09-29,OH078,311
2021-09-30,OH078,699
2021-10-09,OH078,105
2022-07-21,OH078,457
2022-08-14,OH078,13
2023-03-18,OH078,183
2022-12-24,OH078,45
2023-03-29,OH078,721
2022-07-25,OH078,381
2022-08-11,OH078,224
2022-05-12,OH078,238
2022-10-03,OH078,382
2022-05-21,OH078,131
2021-11-08,OH078,725
2021-07-11,OH078,54
2022-10-27,OH078,575
2022-10-28,OH078,600
2021-11-01,OH078,803
2023-02-25,OH078,90
2022-09-05,OH078,586
2021-09-17,OH078,330
2023-03-13,OH078,508
2022-08-28,OH078,149
2023-05-05,OH078,317
2023-03-12,OH078,69
2021-10-10,OH078,102
2022-06-04,OH078,7
2022-04-24,OH078,57
2022-03-04,OH078,15
2023-03-20,OH078,407
2023-02-14,OH078,654
2023-06-04,OH078,38
2021-06-01,OH078,189
2021-06-30,OH078,276
2022-08-26,OH078,327
2022-10-29,OH078,111
2022-01-27,OH078,165
2021-08-04,OH078,359
2023-03-01,OH078,160
2021-07-13,OH078,415
2021-12-29,OH078,484
2023-01-04,OH078,421
2021-09-26,OH078,90
2022-10-04,OH078,719
2023-06-17,OH078,18
2022-03-14,OH078,385
2021-08-11,OH078,302
2023-05-03,OH078,167
2022-07-30,OH078,166
2022-11-07,OH078,383
2022-01-23,OH078,83
2023-06-16,OH078,135
2022-11-08,OH078,463
2022-08-04,OH078,269
2021-09-03,OH078,18
2022-03-28,OH078,294
2022-09-13,OH078,388
2022-04-28,OH078,232
2022-06-23,OH078,315
2022-05-27,OH078,148
2022-07-03,OH078,33
2023-04-16,OH078,2
2022-06-28,OH078,376
2022-11-30,OH078,277
2022-01-09,OH078,83
2022-08-06,OH078,27
2023-07-19,OH078,6
2021-05-17,OH078,477
2022-03-12,OH078,50
2022-10-18,OH078,884
2022-04-19,OH078,619
2023-04-22,OH078,63
2022-07-10,OH078,37
2022-04-29,OH078,105
2023-03-22,OH078,449
2023-06-03,OH078,21
2021-06-17,OH078,242
2023-04-03,OH078,248
2022-06-22,OH078,274
2022-12-16,OH078,428
2022-08-31,OH078,149
2023-02-10,OH078,329
2023-01-31,OH078,537
2023-04-07,OH078,486
2022-09-09,OH078,394
2022-11-19,OH078,22
2021-07-20,OH078,466
2022-02-18,OH078,326
2022-08-20,OH078,113
2022-10-23,OH078,12
2022-09-11,OH078,144
2021-11-12,OH078,221
2022-05-05,OH078,575
2022-12-10,OH078,90
2022-01-12,OH078,362
2021-05-26,OH078,346
2023-02-24,OH078,200
2023-03-10,OH078,215
2021-10-31,OH078,390
2021-05-13,OH078,217
2023-03-21,OH078,420
2023-05-07,OH078,126
2022-11-15,OH078,266
2021-10-29,OH078,201
2023-05-08,OH078,852
2022-01-04,OH078,325
2023-01-12,OH078,346
2021-11-21,OH078,128
2022-12-18,OH078,112
2021-06-25,OH078,259
2021-05-16,OH078,14
2021-09-05,OH078,372
2022-08-18,OH078,337
2021-08-26,OH078,205
2022-06-09,OH078,407
2021-12-16,OH078,201
2023-03-19,OH078,26
2022-05-08,OH078,23
2022-09-04,OH078,62
2022-11-10,OH078,397
2021-08-10,OH078,201
2022-06-13,OH078,463
2022-05-17,OH078,531
2021-05-28,OH078,204
2022-11-13,OH078,55
2022-03-01,OH078,369
2023-02-16,OH078,597
2021-12-02,OH078,392
2021-07-12,OH078,477
2023-03-08,OH078,109
2022-07-27,OH078,205
2022-03-21,OH078,310
2022-03-30,OH078,278
2022-11-18,OH078,351
2021-10-16,OH078,128
2022-05-20,OH078,313
2021-05-30,OH078,10
2021-12-03,OH078,266
2022-11-09,OH078,366
2022-10-26,OH078,649
2021-10-07,OH078,481
2022-01-15,OH078,92
2023-06-09,OH078,10
2022-04-25,OH078,407
2021-10-30,OH078,145
2022-03-09,OH078,444
2021-06-26,OH078,65
2022-01-08,OH078,54
2022-07-15,OH078,264
2022-05-13,OH078,317
2021-07-28,OH078,143
2022-07-22,OH078,282
2022-09-06,OH078,542
2021-12-26,OH078,248
2021-08-25,OH078,348
2022-07-05,OH078,487
2021-07-09,OH078,271
2021-09-08,OH078,623
2021-10-26,OH078,576
2022-03-08,OH078,377
2023-04-20,OH078,320
2021-05-14,OH078,195
2022-09-15,OH078,367
2022-09-21,OH078,285
2022-11-16,OH078,537
2021-06-20,OH078,79
2022-10-01,OH078,30
2021-12-27,OH078,438
2022-01-10,OH078,383
2021-07-10,OH078,31
2022-08-30,OH078,437
2023-02-19,OH078,21
2023-05-14,OH078,172
2022-05-19,OH078,344
2021-11-25,OH078,358
2022-10-30,OH078,124
2022-09-19,OH078,401
2021-08-18,OH078,269
2022-08-15,OH078,714
2021-11-09,OH078,589
2022-07-31,OH078,68
2022-07-01,OH078,86
2023-04-26,OH078,528
2022-12-22,OH078,791
2021-12-23,OH078,246
2022-04-17,OH078,18
2021-07-26,OH078,217
2023-03-25,OH078,49
2022-10-14,OH078,530
2022-06-21,OH078,235
2022-11-24,OH078,333
2022-07-17,OH078,3
2021-08-20,OH078,368
2022-04-20,OH078,280
2022-04-18,OH078,407
2021-11-15,OH078,650
2022-12-05,OH078,288
2021-06-21,OH078,199
2021-06-15,OH078,468
2022-11-22,OH078,429
2022-10-20,OH078,728
2022-05-30,OH078,499
2023-02-13,OH078,722
2023-05-11,OH078,462
2022-07-09,OH078,74
2022-12-11,OH078,335
2022-01-19,OH078,259
2023-05-28,OH078,11
2022-08-22,OH078,424
2021-10-03,OH078,476
2023-07-10,OH078,57
2021-07-17,OH078,53
2022-04-13,OH078,307
2023-06-28,OH078,63
2022-10-19,OH078,664
2022-08-16,OH078,772
2021-11-17,OH078,430
2023-06-09,OH079,20
2023-04-27,OH079,392
2024-05-07,OH079,630
2022-03-08,OH079,187
2022-05-20,OH079,435
2023-09-11,OH079,10
2021-07-20,OH079,39
2023-05-18,OH079,10
2024-02-21,OH079,563
2024-03-11,OH079,478
2022-08-23,OH079,110
2022-07-14,OH079,96
2024-05-19,OH079,18
2021-05-03,OH079,51
2022-11-02,OH079,187
2024-01-30,OH079,536
2022-11-12,OH079,221
2023-01-28,OH079,35
2023-12-10,OH079,8
2024-06-23,OH079,24
2024-01-05,OH079,223
2021-09-24,OH079,107
2023-03-08,OH079,62
2022-09-15,OH079,85
2024-02-05,OH079,123
2023-04-19,OH079,62
2022-06-21,OH079,119
2022-09-10,OH079,143
2024-03-15,OH079,234
2024-06-02,OH079,60
2023-07-13,OH079,30
2023-12-04,OH079,173
2022-04-21,OH079,255
2021-12-14,OH079,244
2024-06-26,OH079,552
2022-02-08,OH079,67
2022-11-07,OH079,233
2021-09-20,OH079,170
2021-12-09,OH079,272
2023-05-25,OH079,30
2021-12-28,OH079,311
2021-10-28,OH079,319
2021-12-25,OH079,34
2024-02-20,OH079,305
2021-09-30,OH079,502
2023-10-04,OH079,5
2023-02-11,OH079,20
2021-12-13,OH079,139
2021-07-10,OH079,12
2023-04-22,OH079,40
2023-12-27,OH079,208
2021-08-03,OH079,248
2021-06-15,OH079,221
2023-05-12,OH079,60
2022-03-23,OH079,101
2023-01-16,OH079,244
2021-09-07,OH079,85
2024-04-24,OH079,605
2024-01-13,OH079,30
2024-03-27,OH079,770
2023-05-11,OH079,120
2021-07-08,OH079,306
2022-06-29,OH079,130
2024-06-07,OH079,259
2023-02-03,OH079,35
2023-04-25,OH079,96
2022-06-30,OH079,34
2024-06-03,OH079,332
2024-03-28,OH079,587
2022-09-29,OH079,221
2023-08-28,OH079,30
2023-03-18,OH079,130
2023-03-03,OH079,26
2021-08-22,OH079,33
2022-12-20,OH079,192
2022-11-15,OH079,212
2023-12-19,OH079,537
2022-12-28,OH079,565
2022-08-02,OH079,156
2022-12-15,OH079,74
2021-10-06,OH079,102
2022-04-03,OH079,34
2022-10-20,OH079,85
2023-03-02,OH079,50
2022-05-26,OH079,237
2021-09-13,OH079,340
2023-02-04,OH079,110
2021-08-16,OH079,255
2021-11-13,OH079,51
2024-07-08,OH079,110
2023-03-17,OH079,52
2022-11-18,OH079,45
2022-08-19,OH079,130
2023-03-27,OH079,71
2022-04-16,OH079,124
2024-03-30,OH079,362
2021-12-01,OH079,119
2024-06-18,OH079,567
2024-04-25,OH079,633
2022-06-25,OH079,170
2021-12-31,OH079,17
2021-07-04,OH079,34
2024-03-02,OH079,13
2022-05-05,OH079,97
2021-07-18,OH079,34
2021-07-13,OH079,243
2023-03-24,OH079,90
2022-06-10,OH079,231
2023-02-26,OH079,50
2022-02-09,OH079,106
2022-10-26,OH079,216
2023-05-15,OH079,177
2023-04-04,OH079,155
2024-02-01,OH079,72
2022-01-20,OH079,152
2024-06-12,OH079,583
2022-10-05,OH079,195
2023-05-14,OH079,42
2022-04-05,OH079,245
2023-06-04,OH079,10
2021-08-10,OH079,163
2024-03-13,OH079,220
2023-11-07,OH079,30
2021-11-10,OH079,324
2024-06-06,OH079,192
2022-09-24,OH079,102
2024-05-16,OH079,689
2024-03-09,OH079,6
2023-05-26,OH079,40
2021-10-27,OH079,163
2024-06-21,OH079,240
2023-12-18,OH079,402
2023-04-20,OH079,104
2024-07-05,OH079,232
2022-06-28,OH079,276
2024-07-04,OH079,83
2022-04-04,OH079,172
2022-11-01,OH079,185
2022-08-31,OH079,68
2021-05-07,OH079,85
2021-05-14,OH079,357
2024-04-28,OH079,36
2024-03-08,OH079,195
2023-12-23,OH079,110
2022-03-07,OH079,107
2023-03-19,OH079,20
2024-04-06,OH079,40
2022-06-22,OH079,122
2021-11-04,OH079,317
2022-01-25,OH079,34
2022-01-08,OH079,51
2021-07-02,OH079,102
2023-03-30,OH079,82
2023-03-25,OH079,20
2022-08-30,OH079,73
2022-03-18,OH079,192
2023-06-19,OH079,50
2022-04-22,OH079,17
2022-05-27,OH079,135
2022-06-16,OH079,175
2021-06-03,OH079,297
2021-07-26,OH079,204
2024-01-20,OH079,90
2021-07-12,OH079,287
2024-02-03,OH079,1
2024-03-05,OH079,200
2024-02-06,OH079,82
2021-09-26,OH079,34
2022-07-12,OH079,595
2024-05-03,OH079,534
2021-10-08,OH079,85
2021-05-13,OH079,130
2022-07-05,OH079,172
2023-01-06,OH079,30
2024-04-12,OH079,372
2022-09-19,OH079,119
2022-02-28,OH079,137
2024-04-18,OH079,264
2021-12-17,OH079,168
2022-06-08,OH079,278
2022-04-25,OH079,67
2022-01-12,OH079,17
2022-11-24,OH079,336
2023-12-07,OH079,30
2023-11-21,OH079,78
2022-06-24,OH079,68
2022-02-26,OH079,34
2023-06-16,OH079,5
2021-11-25,OH079,284
2022-12-17,OH079,135
2024-06-22,OH079,240
2022-10-03,OH079,285
2021-07-28,OH079,47
2021-10-04,OH079,289
2024-04-11,OH079,1013
2022-08-10,OH079,10
2021-08-09,OH079,255
2022-09-17,OH079,72
2024-02-28,OH079,871
2023-11-16,OH079,100
2022-12-08,OH079,68
2021-12-16,OH079,174
2024-01-11,OH079,295
2021-05-24,OH079,153
2021-07-19,OH079,220
2024-05-06,OH079,717
2022-08-09,OH079,34
2023-03-31,OH079,17
2021-11-29,OH079,118
2022-07-15,OH079,82
2023-12-22,OH079,208
2021-06-05,OH079,61
2022-06-13,OH079,362
2021-10-21,OH079,313
2023-05-23,OH079,40
2022-12-23,OH079,61
2022-02-10,OH079,37
2022-12-19,OH079,158
2022-08-24,OH079,197
2021-07-23,OH079,85
2023-02-08,OH079,260
2024-05-24,OH079,105
2022-12-27,OH079,200
2021-08-12,OH079,119
2024-07-01,OH079,166
2024-06-17,OH079,870
2022-08-17,OH079,182
2021-05-20,OH079,204
2022-08-16,OH079,187
2021-06-26,OH079,68
2021-12-18,OH079,85
2021-07-21,OH079,34
2022-12-24,OH079,215
2022-10-31,OH079,94
2022-07-08,OH079,217
2021-05-11,OH079,102
2023-06-21,OH079,80
2022-09-09,OH079,302
2022-06-06,OH079,336
2023-06-06,OH079,40
2024-01-21,OH079,41
2022-01-13,OH079,85
2024-04-23,OH079,520
2021-05-19,OH079,139
2024-05-28,OH079,582
2022-05-04,OH079,170
2021-06-10,OH079,279
2021-10-01,OH079,223
2021-10-09,OH079,87
2023-08-08,OH079,74
2021-09-25,OH079,96
2022-04-18,OH079,221
2021-11-15,OH079,175
2024-03-29,OH079,726
2023-02-16,OH079,32
2023-01-12,OH079,140
2024-06-01,OH079,48
2023-01-17,OH079,60
2023-05-04,OH079,214
2024-06-27,OH079,599
2024-01-03,OH079,233
2023-02-05,OH079,10
2024-04-05,OH079,318
2023-09-15,OH079,8
2024-02-24,OH079,43
2023-04-05,OH079,211
2021-07-31,OH079,34
2022-12-16,OH079,116
2021-08-27,OH079,141
2023-04-11,OH079,80
2024-02-19,OH079,418
2022-03-03,OH079,117
2022-03-14,OH079,226
2022-12-22,OH079,170
2021-05-12,OH079,221
2023-02-13,OH079,63
2023-03-16,OH079,75
2024-05-29,OH079,451
2023-01-09,OH079,20
2022-09-13,OH079,212
2024-04-01,OH079,46
2022-04-15,OH079,96
2024-06-30,OH079,35
2023-01-13,OH079,141
2022-03-24,OH079,68
2024-01-12,OH079,350
2022-03-12,OH079,51
2021-10-30,OH079,136
2022-04-19,OH079,90
2021-05-15,OH079,51
2021-11-23,OH079,352
2021-07-05,OH079,221
2022-10-07,OH079,34
2023-12-29,OH079,20
2024-05-15,OH079,656
2024-06-28,OH079,610
2021-12-08,OH079,221
2021-11-01,OH079,192
2022-09-28,OH079,85
2021-06-08,OH079,304
2022-09-08,OH079,391
2021-06-09,OH079,224
2021-07-07,OH079,221
2023-11-08,OH079,10
2023-12-20,OH079,294
2022-05-21,OH079,90
2023-02-15,OH079,205
2024-05-14,OH079,595
2023-04-28,OH079,64
2021-07-01,OH079,255
2023-02-22,OH079,155
2023-11-20,OH079,52
2024-07-10,OH079,540
2022-10-25,OH079,146
2023-02-09,OH079,226
2022-03-11,OH079,17
2021-10-07,OH079,136
2023-12-24,OH079,130
2023-12-15,OH079,193
2024-05-25,OH079,48
2022-12-10,OH079,47
2021-11-02,OH079,272
2022-09-22,OH079,90
2022-03-29,OH079,51
2022-01-19,OH079,113
2024-06-08,OH079,30
2024-06-20,OH079,672
2022-08-06,OH079,34
2022-04-28,OH079,73
2024-01-29,OH079,246
2022-10-28,OH079,79
2022-02-11,OH079,208
2023-11-28,OH079,30
2024-03-16,OH079,63
2022-05-28,OH079,34
2022-06-03,OH079,73
2021-05-17,OH079,414
2024-05-22,OH079,569
2021-11-16,OH079,231
2021-12-30,OH079,79
2021-09-01,OH079,34
2022-12-06,OH079,102
2023-06-13,OH079,20
2024-06-24,OH079,1620
2024-03-22,OH079,275
2021-12-26,OH079,17
2022-03-16,OH079,107
2021-08-13,OH079,102
2022-05-16,OH079,173
2022-05-19,OH079,283
2024-05-26,OH079,24
2022-07-01,OH079,68
2022-10-11,OH079,319
2022-11-08,OH079,113
2021-12-05,OH079,448
2021-08-07,OH079,56
2021-09-06,OH079,306
2023-05-31,OH079,40
2022-07-16,OH079,272
2024-02-27,OH079,443
2022-01-07,OH079,170
2024-03-06,OH079,241
2021-06-18,OH079,368
2022-06-01,OH079,158
2021-10-11,OH079,351
2021-10-15,OH079,107
2024-01-22,OH079,586
2024-03-12,OH079,195
2021-08-05,OH079,204
2024-05-23,OH079,444
2022-08-25,OH079,51
2024-06-04,OH079,301
2024-06-13,OH079,768
2022-07-29,OH079,105
2021-08-17,OH079,102
2023-01-11,OH079,90
2021-05-05,OH079,272
2022-10-22,OH079,68
2021-12-24,OH079,34
2021-08-26,OH079,187
2021-05-04,OH079,593
2021-12-21,OH079,137
2022-11-14,OH079,265
2023-05-02,OH079,1
2024-02-16,OH079,123
2024-04-03,OH079,233
2024-04-21,OH079,30
2022-12-26,OH079,235
2024-05-30,OH079,661
2022-06-20,OH079,207
2021-12-15,OH079,153
2022-08-29,OH079,11
2022-01-17,OH079,62
2022-10-18,OH079,192
2024-01-10,OH079,456
2023-06-05,OH079,20
2021-11-26,OH079,117
2023-03-04,OH079,50
2023-05-09,OH079,551
2022-11-03,OH079,197
2024-01-26,OH079,272
2022-10-12,OH079,34
2024-05-17,OH079,433
2023-03-22,OH079,90
2022-01-18,OH079,186
2022-02-27,OH079,11
2022-05-11,OH079,243
2023-05-07,OH079,40
2022-06-18,OH079,50
2022-05-09,OH079,277
2021-06-13,OH079,85
2022-10-08,OH079,34
2022-04-29,OH079,45
2022-06-23,OH079,215
2024-06-14,OH079,246
2023-03-09,OH079,24
2021-12-07,OH079,191
2022-12-29,OH079,249
2024-04-27,OH079,900
2021-09-23,OH079,190
2023-03-20,OH079,90
2023-12-12,OH079,153
2024-05-04,OH079,21
2023-02-02,OH079,145
2023-04-09,OH079,50
2022-06-11,OH079,66
2021-09-18,OH079,119
2021-06-23,OH079,146
2023-12-13,OH079,205
2021-09-21,OH079,168
2021-09-08,OH079,453
2023-11-23,OH079,90
2023-03-28,OH079,205
2024-07-06,OH079,30
2022-05-23,OH079,272
2022-02-16,OH079,56
2021-10-03,OH079,34
2024-04-29,OH079,223
2023-02-07,OH079,136
2021-08-21,OH079,255
2021-08-04,OH079,170
2024-05-10,OH079,510
2021-11-07,OH079,17
2021-11-03,OH079,149
2021-05-31,OH079,170
2021-07-15,OH079,236
2022-04-13,OH079,39
2023-04-24,OH079,100
2024-06-25,OH079,828
2024-02-26,OH079,411
2021-07-06,OH079,277
2024-01-06,OH079,94
2023-12-26,OH079,80
2022-05-12,OH079,463
2021-06-29,OH079,298
2022-11-26,OH079,17
2021-10-23,OH079,119
2023-12-28,OH079,93
2021-09-10,OH079,298
2021-06-30,OH079,670
2022-06-02,OH079,358
2024-03-21,OH079,557
2022-06-15,OH079,85
2021-10-14,OH079,136
2021-11-06,OH079,2299
2021-10-25,OH079,443
2022-07-30,OH079,17
2023-05-17,OH079,186
2022-04-23,OH079,153
2022-01-04,OH079,320
2022-07-13,OH079,68
2024-05-11,OH079,60
2024-01-18,OH079,183
2021-11-22,OH079,226
2024-02-22,OH079,576
2023-05-08,OH079,80
2022-03-28,OH079,124
2023-08-14,OH079,10
2024-03-23,OH079,80
2021-11-17,OH079,257
2022-12-05,OH079,725
2023-04-14,OH079,79
2024-01-02,OH079,127
2023-05-05,OH079,3
2022-01-05,OH079,54
2024-03-19,OH079,240
2021-10-22,OH079,68
2022-07-20,OH079,158
2022-01-21,OH079,34
2024-05-18,OH079,173
2021-08-11,OH079,101
2024-02-15,OH079,100
2021-06-07,OH079,502
2024-04-20,OH079,30
2023-05-24,OH079,95
2022-02-15,OH079,209
2024-05-02,OH079,412
2024-03-04,OH079,330
2022-11-04,OH079,119
2021-08-20,OH079,166
2024-03-14,OH079,255
2022-10-10,OH079,196
2024-06-29,OH079,901
2022-09-21,OH079,140
2021-09-15,OH079,221
2022-07-07,OH079,1424
2023-02-21,OH079,74
2023-06-01,OH079,10
2023-12-02,OH079,62
2021-12-22,OH079,136
2022-09-16,OH079,115
2021-06-12,OH079,186
2024-01-25,OH079,245
2023-02-06,OH079,180
2021-11-24,OH079,164
2022-07-27,OH079,79
2022-03-31,OH079,34
2021-05-25,OH079,102
2022-09-07,OH079,164
2022-10-24,OH079,214
2022-10-19,OH079,122
2021-06-22,OH079,362
2024-03-18,OH079,184
2022-07-11,OH079,428
2022-08-12,OH079,86
2021-12-06,OH079,34
2022-11-25,OH079,55
2024-01-09,OH079,457
2023-03-15,OH079,100
2022-05-17,OH079,232
2021-12-27,OH079,307
2022-10-15,OH079,119
2022-10-27,OH079,139
2021-09-17,OH079,94
2022-12-09,OH079,103
2021-06-19,OH079,289
2024-05-31,OH079,585
2022-11-28,OH079,86
2022-08-01,OH079,195
2022-11-17,OH079,228
2022-11-21,OH079,121
2021-10-13,OH079,173
2021-06-01,OH079,501
2021-08-24,OH079,102
2022-01-24,OH079,134
2023-12-21,OH079,190
2022-11-10,OH079,14
2023-07-12,OH079,20
2022-02-18,OH079,51
2022-03-02,OH079,124
2021-08-23,OH079,153
2023-05-30,OH079,10
2022-03-30,OH079,236
2022-12-14,OH079,135
2022-07-25,OH079,184
2022-12-31,OH079,40
2021-06-28,OH079,136
2022-05-10,OH079,212
2023-04-21,OH079,179
2023-04-16,OH079,40
2024-04-09,OH079,406
2022-07-28,OH079,879
2024-04-07,OH079,6
2021-05-18,OH079,340
2024-04-13,OH079,1226
2021-09-22,OH079,153
2022-03-22,OH079,123
2022-11-09,OH079,61
2021-11-30,OH079,107
2022-03-25,OH079,102
2022-07-18,OH079,84
2023-04-12,OH079,115
2022-03-26,OH079,131
2022-12-07,OH079,135
2021-10-16,OH079,17
2022-01-28,OH079,34
2022-01-06,OH079,207
2022-07-09,OH079,51
2023-12-14,OH079,247
2024-01-19,OH079,320
2021-05-28,OH079,133
2022-05-13,OH079,360
2022-04-14,OH079,119
2023-02-20,OH079,90
2021-05-08,OH079,149
2022-02-17,OH079,209
2023-07-15,OH079,30
2021-12-11,OH079,153
2023-04-13,OH079,127
2022-08-18,OH079,207
2021-11-08,OH079,279
2024-05-21,OH079,482
2022-01-22,OH079,44
2021-10-02,OH079,170
2022-08-14,OH079,34
2021-07-14,OH079,102
2024-05-13,OH079,847
2021-09-14,OH079,249
2022-09-14,OH079,414
2021-07-22,OH079,51
2022-02-07,OH079,85
2022-01-11,OH079,107
2024-01-31,OH079,125
2023-11-30,OH079,259
2024-03-26,OH079,538
2022-09-23,OH079,866
2022-04-20,OH079,39
2021-12-20,OH079,34
2023-02-01,OH079,368
2023-02-10,OH079,191
2024-07-02,OH079,125
2023-03-21,OH079,35
2023-04-26,OH079,263
2022-01-27,OH079,102
2022-11-11,OH079,384
2024-03-25,OH079,739
2024-05-08,OH079,578
2023-11-10,OH079,5
2024-04-04,OH079,48
2022-05-25,OH079,375
2024-04-10,OH079,777
2023-03-14,OH079,142
2023-12-05,OH079,279
2024-07-03,OH079,244
2023-02-17,OH079,73
2021-05-22,OH079,68
2022-08-26,OH079,243
2024-04-17,OH079,553
2022-02-19,OH079,34
2021-09-11,OH079,430
2024-04-22,OH079,509
2024-01-23,OH079,563
2021-10-12,OH079,258
2022-09-12,OH079,177
2023-11-29,OH079,90
2022-12-21,OH079,28
2022-05-31,OH079,150
2023-12-08,OH079,100
2022-02-14,OH079,186
2021-10-10,OH079,136
2024-03-17,OH079,15
2022-05-07,OH079,124
2024-04-19,OH079,446
2024-04-02,OH079,95
2024-06-10,OH079,360
2022-11-23,OH079,79
2021-07-29,OH079,221
2022-09-27,OH079,56
2023-07-07,OH079,20
2022-07-21,OH079,106
2024-03-20,OH079,99
2021-06-16,OH079,357
2021-12-02,OH079,152
2021-10-20,OH079,135
2022-08-08,OH079,244
2022-04-06,OH079,129
2024-07-09,OH079,10
2023-12-25,OH079,479
2023-02-14,OH079,86
2021-08-14,OH079,68
2023-12-06,OH079,196
2021-07-30,OH079,71
2022-02-25,OH079,107
2021-05-26,OH079,238
2023-02-18,OH079,109
2024-06-05,OH079,427
2024-04-08,OH079,175
2021-11-20,OH079,530
2022-07-23,OH079,266
2021-12-10,OH079,137
2021-06-02,OH079,204
2024-05-05,OH079,72
2023-07-04,OH079,40
2022-12-13,OH079,102
2022-07-22,OH079,191
2023-04-15,OH079,30
